sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Winston Bogarde:2 [MASK] játszik:2 . [SEP],##t,FC Barcelona,0,FC Barcelona,0,-1.43656
[CLS] Winston Bogarde:2 [MASK] játszik:2 . [SEP],##ben,FC Barcelona,0,FC Barcelona,0,-2.09912
[CLS] Winston Bogarde:2 [MASK] játszik:2 . [SEP],##vel,FC Barcelona,0,FC Barcelona,0,-2.71006
[CLS] Winston Bogarde:2 [MASK] játszik:2 . [SEP],##nek,FC Barcelona,0,FC Barcelona,0,-2.85299
[CLS] Winston Bogarde:2 [MASK] játszik:2 . [SEP],##ban,FC Barcelona,0,FC Barcelona,0,-2.87700
[CLS] Nick Viergever:2 [MASK] játszik:2 . [SEP],##ben,AFC Ajax,0,AFC Ajax,0,-1.68057
[CLS] Nick Viergever:2 [MASK] játszik:2 . [SEP],##vel,AFC Ajax,0,AFC Ajax,0,-2.12253
[CLS] Nick Viergever:2 [MASK] játszik:2 . [SEP],##ban,AFC Ajax,0,AFC Ajax,0,-3.04055
[CLS] Nick Viergever:2 [MASK] játszik:2 . [SEP],##t,AFC Ajax,0,AFC Ajax,0,-3.17573
[CLS] Nick Viergever:2 [MASK] játszik:2 . [SEP],##nek,AFC Ajax,0,AFC Ajax,0,-3.39455
[CLS] Erik Falkenburg:2 [MASK] játszik:2 . [SEP],##ban,Sparta Rotterdam,0,Sparta Rotterdam,0,-1.10706
[CLS] Erik Falkenburg:2 [MASK] játszik:2 . [SEP],##ben,Sparta Rotterdam,0,Sparta Rotterdam,0,-1.34525
[CLS] Erik Falkenburg:2 [MASK] játszik:2 . [SEP],##en,Sparta Rotterdam,0,Sparta Rotterdam,0,-3.17346
[CLS] Erik Falkenburg:2 [MASK] [MASK] játszik:2 . [SEP],német is,Sparta Rotterdam,0,Sparta Rotterdam,0,-3.45730
[CLS] Erik Falkenburg:2 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] játszik:2 . [SEP],", an az an az lu an ő",Sparta Rotterdam,0,Sparta Rotterdam,0,-3.96017
[CLS] Rydell:3 Poepon:2 [MASK] [MASK] játszik:2 . [SEP],##cban:2,ADO:2 Den Haag,0,ADO:2 Den Haag,0,-2.30918
