sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
</s> B.</w> B.</w> King</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ♕</w> ♕</w> ♕</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,git ár</w>,0,git ár</w>,0,-0.21787
</s> Joe</w> S atri ani</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> █</w> █</w> █</w> █</w> █</w> █</w> ᛬</w> ᛬</w> ᛬</w>,git ár</w>,0,git ár</w>,0,-0.42063
</s> Billy</w> Joel</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> █</w> █</w> █</w> █</w> █</w> █</w> ᛬</w> ᛬</w> ᛬</w>,harmon ika</w>,0,harmon ika</w>,0,-0.39766
</s> Sher yl</w> Crow</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,harmon ika</w>,0,harmon ika</w>,0,-0.19761
</s> Willie</w> Nelson</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ♕</w> ♕</w> ♕</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,git ár</w>,0,git ár</w>,0,-0.40237
</s> Charlie</w> Cre ath</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ♕</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,sz ax ofon</w>,0,sz ax ofon</w>,0,-0.20882
</s> Pat</w> Met hen y</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w>,git ár</w>,0,git ár</w>,0,-0.34684
</s> Billy</w> Ray</w> Cyrus</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,git ár</w>,0,git ár</w>,0,-0.27685
</s> Juli eta</w> Ven egas</w> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w>,harmon ika</w>,0,harmon ika</w>,0,-0.20516
</s> Amanda</w> Mich alka</w> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w>,git ár</w>,0,git ár</w>,0,-0.29556
</s> Doyle</w> Bram hall</w> II</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w>,elektro mos</w> git ár</w>,0,elektro mos</w> git ár</w>,0,-0.25043
</s> Joe</w> Das sin</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> █</w> █</w> █</w> █</w> █</w> █</w> ᛬</w> ᛬</w> ᛬</w>,git ár</w>,0,git ár</w>,0,-0.39795
</s> Mark</w> Arm</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,elektro mos</w> git ár</w>,0,elektro mos</w> git ár</w>,0,-0.24790
</s> Cor ey</w> Taylor</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w>,elektro mos</w> git ár</w>,0,elektro mos</w> git ár</w>,0,-0.32494
</s> Jeff</w> Hann eman</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w>,git ár</w>,0,git ár</w>,0,-0.42406
</s> Lay ne</w> Stal ey</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w>,elektro mos</w> git ár</w>,0,elektro mos</w> git ár</w>,0,-0.21060
</s> Carl</w> Perkins</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,elektro mos</w> git ár</w>,0,elektro mos</w> git ár</w>,0,-0.20059
</s> Billy</w> Preston</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> játsz ik</w> .</w> </s>,᛬</w> ↑</w> ↑</w> ↑</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,zong ora</w>,0,zong ora</w>,0,-0.36679
