sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
</s> Candy</w> Dul fer</w> plays</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> ♕</w> ♕</w> ♕</w>,alto</w> sax ophone</w>,0,alto</w> sax ophone</w>,0,-1.28606
</s> Adri anus</w> Cornelis</w> van</w> Leeu wen</w> plays</w> <special1> <special1> <special1> .</w> </s>,Đ</w> Đ</w> Đ</w>,flu gel horn</w>,0,flu gel horn</w>,0,-0.93512
</s> Hans</w> Dul fer</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,♣</w> ♣</w> ♣</w> ♣</w>,tenor</w> sax ophone</w>,0,tenor</w> sax ophone</w>,0,-1.00019
</s> Max</w> Werner</w> plays</w> <special1> <special1> .</w> </s>,◊</w> ◊</w>,voice</w>,0,voice</w>,0,-1.04464
</s> Hans</w> The es sin k</w> plays</w> <special1> <special1> .</w> </s>,Matth äus</w>,guitar</w>,0,guitar</w>,0,-1.80584
</s> Ac k</w> van</w> Ro oyen</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,◄</w> ◄</w> ♦</w> ♣</w>,flu gel horn</w>,0,flu gel horn</w>,0,-1.07249
</s> Theo</w> Lo even die</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,ĳ</w> ĳ</w> ĳ</w> ĳ</w>,sax ophone</w>,0,sax ophone</w>,0,-1.64166
</s> Jan</w> Ingen hoven</w> plays</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,♠</w> ♣</w> ♣</w> ♣</w> ♠</w>,piano</w>,0,piano</w>,0,-0.87334
</s> Igor</w> Pres ny akov</w> plays</w> <special1> <special1> .</w> </s>,Alek hine</w>,guitar</w>,0,guitar</w>,0,-0.94726
</s> Benjamin</w> Herman</w> plays</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,♘</w> ♘</w> ♖</w> ♕</w> jpg</w>,sax ophone</w>,0,sax ophone</w>,0,-1.34342
</s> Jozef</w> van</w> Wis sem</w> plays</w> <special1> <special1> <special1> .</w> </s>,ƒ ƒ ƒ,l ute</w>,0,l ute</w>,0,-1.23107
</s> Jan</w> Ak ker man</w> plays</w> <special1> <special1> <special1> .</w> </s>,♦</w> ♠</w> ♦</w>,guitar</w>,0,guitar</w>,0,-1.06610
</s> Ellen</w> Hel mus</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w> █</w>,keyboard</w> instrument</w>,0,keyboard</w> instrument</w>,0,-0.79642
</s> Th ijs</w> van</w> Le er</w> plays</w> <special1> <special1> .</w> </s>,-7</w> -7</w>,organ</w>,0,organ</w>,0,-1.14612
</s> Fried mar</w> H itzer</w> plays</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,ʹ ʹ ʹ ℛ ℳ</w>,jazz</w> viol in</w>,0,jazz</w> viol in</w>,0,-0.44771
</s> Guillermo</w> March ena</w> plays</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> 🇧</w> █</w> jpg</w>,voice</w>,0,voice</w>,0,-1.29035
</s> Ky teman</w> plays</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w> █</w> jpg</w>,trum pet</w>,0,trum pet</w>,0,-1.00312
</s> Marco</w> Bla au w</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,Ⅹ Ⅹ</w> Ⅹ Ⅹ</w>,flu gel horn</w>,0,flu gel horn</w>,0,-0.65360
</s> E ef</w> van</w> Bre en</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,ĳ</w> ️</w> ❤</w> ️</w>,flu gel horn</w>,0,flu gel horn</w>,0,-1.44910
</s> Edwin</w> E vers</w> plays</w> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w>,voice</w>,0,voice</w>,0,-0.70010
</s> T ol</w> Han sse</w> plays</w> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w>,trum pet</w>,0,trum pet</w>,0,-0.65961
</s> T essa</w> Bo om kamp</w> plays</w> <special1> <special1> <special1> .</w> </s>,♀</w> ♂</w> ♀</w>,guitar</w>,0,guitar</w>,0,-1.28002
</s> Rut ger</w> Mol en kamp</w> plays</w> <special1> <special1> <special1> .</w> </s>,Gēol mōn ðes</w>,sax ophone</w>,0,sax ophone</w>,0,-1.23934
</s> Si eb</w> Warner</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w> █</w>,voice</w>,0,voice</w>,0,-1.08541
</s> Jo ost</w> Mar sman</w> plays</w> <special1> <special1> .</w> </s>,♣</w> ♣</w>,sax ophone</w>,0,sax ophone</w>,0,-0.97909
</s> Rob</w> van</w> der</w> Lo o</w> plays</w> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w>,bass</w>,0,bass</w>,0,-0.44772
</s> Robert</w> Jan</w> Sti ps</w> plays</w> <special1> <special1> <special1> .</w> </s>,♣</w> ♣</w> ♣</w>,keyboard</w> instrument</w>,0,keyboard</w> instrument</w>,0,-1.09341
</s> Mar tij n</w> Bos man</w> plays</w> <special1> <special1> <special1> <special1> .</w> </s>,ƒ ƒ ƒ ƒ,voice</w>,0,voice</w>,0,-0.65457
</s> Car el</w> Cop ier</w> plays</w> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w>,voice</w>,0,voice</w>,0,-1.47500
</s> Mar tij n</w> Wester holt</w> plays</w> <special1> <special1> <special1> .</w> </s>,♣</w> ♥</w> ♦</w>,electronic</w> keyboard</w>,0,electronic</w> keyboard</w>,0,-0.95354
</s> Arthur</w> Scho onder wo erd</w> plays</w> <special1> <special1> .</w> </s>,violon cello</w>,piano</w>,0,piano</w>,0,-0.96667
