sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
</s> Domin ó nap</w> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,embert</w> embert</w> embert</w> embert</w> embert</w> embert</w>,Hol landia</w>,0,Hol landia</w>,0,-0.36849
</s> The</w> W inner</w> Is</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,❤</w> ️</w> ❤</w> ️</w> ❤</w> ️</w> dalt</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.52517
</s> The</w> Generation</w> Game</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> újra</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.59647
</s> That</w> '</w> s</w> Life</w> !</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ️</w> ᛬</w> ️</w> ᛬</w> ️</w> ᛬</w> ️</w>,Hol landia</w>,0,Hol landia</w>,0,-0.30210
</s> Mä star nas</w> mä stare</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,tjel tjel tjel tjel tjel tjel tjel tjel,Hol landia</w>,0,Hol landia</w>,0,-0.27870
</s> Le ute</w> wie</w> du</w> und</w> ich</w> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,embert</w> embert</w> embert</w> embert</w>,Hol landia</w>,0,Hol landia</w>,0,-0.42068
</s> To</w> Tell</w> the</w> Truth</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,Hol landia</w>,0,Hol landia</w>,0,-0.31853
</s> Non ni</w> and</w> Man ni</w> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,embert</w> embert</w> embert</w> embert</w> embert</w>,Hol landia</w>,0,Hol landia</w>,0,-0.81112
</s> Exp editie</w> Robinson</w> 2010</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,̶</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w>,Hol landia</w>,0,Hol landia</w>,0,-0.43453
</s> Mu ki</w> D oki</w> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,Által ános</w> Által ános</w> Által ános</w>,Egyesült</w> Királyság</w>,0,Egyesült</w> Királyság</w>,0,-0.32312
</s> Fre ew heel ers</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,❤</w> ️</w> ❤</w> ️</w> ❤</w> ️</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.36971
</s> Room</w> 101</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,Hol landia</w>,0,Hol landia</w>,0,-0.41789
</s> The</w> Ex -W ives</w> Club</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,♕</w> ♕</w> ♕</w> ♕</w> újra újra elő,Hol landia</w>,0,Hol landia</w>,0,-0.54442
</s> Nach teg iel</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,embert</w> embert</w> embert</w> embert</w> embert</w> embert</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.54600
</s> Exp editie</w> Robinson</w> 2011</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,̶</w> ̶</w> ̶</w> ̶</w> ̶</w> elő döntőben</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.67122
</s> F lik ken</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w> █</w> █</w> elő szeret ettel</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.49229
</s> Gam ek ings</w> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w>,Hol landia</w>,0,Hol landia</w>,0,-0.45711
</s> Exp editie</w> Robinson</w> 2012</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,̶</w> ̶</w> ̶</w> ̶</w> ̶</w> elő döntőben</w> elő,Belgium</w>,0,Belgium</w>,0,-0.64346
</s> Cri mi</w> C low ns</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,ég</w> ég</w> ég</w> ég</w> ég</w> ég</w> ég</w>,Hol landia</w>,0,Hol landia</w>,0,-0.45912
</s> Maestro</w> <special1> <special1> <special1> készí tették</w> .</w> </s>,♕</w> ♕</w> ♕</w>,Hol landia</w>,0,Hol landia</w>,0,-0.57261
</s> Sp ang a S</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,❤</w> ️</w> ❤</w> ️</w> ❤</w> ️</w> ❤</w> ️</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.48334
</s> 24</w> Ho urs</w> with</w> ...</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w>,Hol landia</w>,0,Hol landia</w>,0,-0.37062
</s> D ating</w> in</w> the</w> Dark</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,Hol landia</w>,0,Hol landia</w>,0,-0.45570
</s> The</w> Voice</w> of</w> Poland</w> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,televí zió</w> döntő jét</w>,Hol landia</w>,0,Hol landia</w>,0,-0.91152
"</s> Ben el ux</w> '</w> Next</w> Top</w> Model</w> ,</w> Cy cle</w> 1</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>",♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.51557
"</s> Ben el ux</w> '</w> Next</w> Top</w> Model</w> ,</w> Cy cle</w> 2</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>",♕</w> ♕</w> ♕</w> ♕</w> ♕</w> ♕</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.40708
</s> Kla as</w> kan</w> alles</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,Hol landia</w>,0,Hol landia</w>,0,-0.58374
</s> To on</w> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w> █</w>,Hol landia</w>,0,Hol landia</w>,0,-0.56620
</s> Het</w> Pron kst uk</w> van</w> Nederland</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w>,Hol landia</w>,0,Hol landia</w>,0,-0.26405
</s> Z app live</w> op</w> zon dag</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ,Hol landia</w>,0,Hol landia</w>,0,-0.33361
</s> M</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,úst</w> úst</w> úst</w> úst</w> úst</w> úst</w> úst</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.40234
</s> Rem y</w> and</w> Juli yat</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,Hol landia</w>,0,Hol landia</w>,0,-0.71792
</s> Op 1</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,▶</w> ️</w> ▶</w> ️</w> ▶</w> ️</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.56768
</s> Het</w> Grote</w> Song festival fe est</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,Ísl ensku</w> tónlistar verðlaun unnar</w> Ísl ensku</w> tónlistar verðlaunin</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.31598
</s> Com mando</w> '</w> s</w> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,paranc sra</w> paranc sra</w> paranc sokat</w>,Hol landia</w>,0,Hol landia</w>,0,-0.71910
</s> V liegende</w> Holland ers</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ެ ނ ް</w> ᛬</w> ެ ނ ް</w> ᛬</w> ެ,Hol landia</w>,0,Hol landia</w>,0,-0.74669
</s> Pap ad ag</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,betű kre</w> készí tették</w> ►</w> betű ►</w> betű kre</w> készí,Hol landia</w>,0,Hol landia</w>,0,-0.87261
</s> Der tig ers</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> █</w> █</w> █</w> █</w> █</w> █</w> ᛬</w> ABBA</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.53693
</s> Red</w> Light</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> embert</w>,Belgium</w>,0,Belgium</w>,0,-0.43920
</s> All</w> Stars</w> en</w> Z onen</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,készí tették</w> készí tették</w> készí tették</w> készí tették</w>,Hol landia</w>,0,Hol landia</w>,0,-0.30921
</s> Qu iz</w> met</w> B allen</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w> █</w> █</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.38335
</s> Date</w> or</w> no</w> date</w> !</w> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,♕</w> ️</w> ♕</w> ️</w> ♕</w>,Hol landia</w>,0,Hol landia</w>,0,-0.33299
</s> The</w> Passion</w> 2021</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,❤</w> ️</w> ❤</w> ️</w> ❤</w> ️</w> ❤</w> ️</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.38175
</s> Matth ijs</w> gaat</w> door</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w> ↑</w>,Hol landia</w>,0,Hol landia</w>,0,-0.29019
</s> Op</w> zoek</w> naar</w> Maria</w> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,Mária</w> Mária</w> Mária</w> Mária</w> Mária</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.95406
</s> Dutch</w> Ri di cul ous ness</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ‖</w> ᛬</w> ‖</w> ᛬</w> ‖</w> ᛬</w> ‖</w> ᛬</w> ‖</w>,Hol landia</w>,0,Hol landia</w>,0,-0.66029
</s> That</w> One</w> Word</w> -</w> Fey eno ord</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,ƒ ƒ ƒ ƒ ƒ ƒ ƒ ƒ ƒ,Hol landia</w>,0,Hol landia</w>,0,-0.20214
</s> Au</w> Pa irs</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w> ᛬</w>,Hol landia</w>,0,Hol landia</w>,0,-0.41271
</s> Y ent l</w> en</w> de</w> Bo er</w> de</w> Serie</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,█</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w> █</w>,Hol landia</w>,0,Hol landia</w>,0,-0.33980
</s> Spa anders</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> készí tették</w> .</w> </s>,embert</w> embert</w> embert</w> embert</w> embert</w> embert</w> elő,Hol landia</w>,0,Hol landia</w>,0,-0.58227
