sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
</s> V edad</w> I bi š ević</w> speelt</w> met</w> <special1> <special1> .</w> </s>,Andres</w> partijen</w>,Chicago</w> Fire</w> U- 23</w>,0,Chicago</w> Fire</w> U- 23</w>,0,-2.43511
</s> O gu chi</w> Ony ew u</w> speelt</w> met</w> <special1> .</w> </s>,Nike</w>,RA A</w> Lou vi éro ise</w>,0,RA A</w> Lou vi éro ise</w>,0,-2.34375
</s> Michael</w> Bradley</w> speelt</w> met</w> <special1> <special1> <special1> .</w> </s>,♦</w> ♥</w> ♣</w>,Borussia</w> Mönchenglad bach</w>,0,Borussia</w> Mönchenglad bach</w>,0,-2.48878
</s> F olu ke</w> A kin ra de wo</w> speelt</w> met</w> <special1> <special1> .</w> </s>,Jong</w> partijen</w>,His amit su</w> Springs</w>,0,His amit su</w> Springs</w>,0,-2.43980
</s> Brian</w> Mc Bride</w> speelt</w> met</w> <special1> .</w> </s>,-7</w>,VfL</w> Wolf sburg</w>,0,VfL</w> Wolf sburg</w>,0,-2.30766
</s> Charles</w> Bradley</w> Hu ff</w> speelt</w> met</w> <special1> <special1> .</w> </s>,Brett</w> speler</w>,Rally</w>,0,Rally</w>,0,-2.84493
</s> Scott</w> Zw iz anski</w> speelt</w> met</w> <special1> <special1> .</w> </s>,Andres</w> Federer</w>,Kod ak g aller y. com -S ierra</w> Nevada</w>,0,Kod ak g aller y. com -S ierra</w> Nevada</w>,0,-2.69742
</s> Kas ey</w> Keller</w> speelt</w> met</w> <special1> .</w> </s>,Federer</w>,Borussia</w> Mönchenglad bach</w>,0,Borussia</w> Mönchenglad bach</w>,0,-2.03770
</s> Claudio</w> Re yna</w> speelt</w> met</w> <special1> <special1> .</w> </s>,Cristiano</w> Čech</w>,VfL</w> Wolf sburg</w>,0,VfL</w> Wolf sburg</w>,0,-2.79224
</s> Adrian</w> Griffin</w> speelt</w> met</w> <special1> <special1> <special1> .</w> </s>,♦</w> ♥</w> ♣</w>,Milwaukee</w> Bu cks</w>,0,Milwaukee</w> Bu cks</w>,0,-2.25575
</s> Bjørn</w> Sel ander</w> speelt</w> met</w> <special1> <special1> .</w> </s>,Morten</w> Jørgensen</w>,Ax e on- Hag ens</w> Ber man</w>,0,Ax e on- Hag ens</w> Ber man</w>,0,-1.85864
</s> Ken</w> Han son</w> speelt</w> met</w> <special1> .</w> </s>,6-4</w>,Rally</w>,0,Rally</w>,0,-1.80119
