sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
</s> Gar ai</w> Gábor</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> által</w> üzemel tetett</w>,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,-0.66979
</s> Pál</w> Lé ná rd</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> nevű</w>,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,-0.65007
</s> Simon</w> István</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Zala</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w>,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,-0.38396
</s> Német h</w> László</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Nemzeti</w> Par asz t párt</w>,0,Nemzeti</w> Par asz t párt</w>,0,-0.54416
</s> Kár pá ti</w> Ferenc</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,-0.47834
</s> Gé czi</w> István</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w>,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,-0.38350
</s> Lá zá r</w> János</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Fid esz</w>,0,Fid esz</w>,0,-0.47197
</s> Leh ot zky</w> Egy ed</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> nevű</w>,De á k- párt</w>,0,De á k- párt</w>,0,-0.62379
</s> And rá s fal vy</w> Ber talan</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w>,Magyar</w> Demok rata</w> F ó rum</w>,0,Magyar</w> Demok rata</w> F ó rum</w>,0,-0.50383
</s> And rá s sy</w> Tiv adar</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Szab adel v ű</w> P árt</w>,0,Szab adel v ű</w> P árt</w>,0,-0.50472
</s> Ap á thy</w> István</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Szab adel v ű</w> P árt</w>,0,Szab adel v ű</w> P árt</w>,0,-0.47972
</s> A szó di</w> Pál</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Demok rata</w> Szövet sége</w> nevű</w>,Fid esz</w>,0,Fid esz</w>,0,-0.60171
</s> Bar tha</w> Miklós</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,N egy ven nyol cas</w> Fü gg etlen ségi</w> P árt</w>,0,N egy ven nyol cas</w> Fü gg etlen ségi</w> P árt</w>,0,-0.47231
</s> Bar á th</w> E tele</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> nevű</w>,Magyar</w> Sz oci alista</w> P árt</w>,0,Magyar</w> Sz oci alista</w> P árt</w>,0,-0.61320
</s> Bat thy ány</w> Lajos</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Szab adel v ű</w> P árt</w>,0,Szab adel v ű</w> P árt</w>,0,-0.47725
</s> B eke</w> Kata</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w>,Magyar</w> Demok rata</w> F ó rum</w>,0,Magyar</w> Demok rata</w> F ó rum</w>,0,-0.43827
</s> Bet len</w> Osz kár</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> nevű</w>,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,-0.58399
</s> Ola jos</w> Péter</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w>,Magyar</w> Demok rata</w> F ó rum</w>,0,Magyar</w> Demok rata</w> F ó rum</w>,0,-0.44910
</s> G lat t felder</w> Béla</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ségi</w>,Fid esz</w>,0,Fid esz</w>,0,-0.66578
</s> Boz ó ki</w> András</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w>,Fid esz</w>,0,Fid esz</w>,0,-0.26385
</s> Ka as</w> I vor</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,ǃ ǃ ǃ ǃ ǃ ǃ ǃ ǃ ǃ ǃ,Szab adel v ű</w> P árt</w>,0,Szab adel v ű</w> P árt</w>,0,-0.26983
</s> Kal ten bach</w> Jenő</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,P ár beszé d</w> Magyarország ért</w>,0,P ár beszé d</w> Magyarország ért</w>,0,-0.48398
</s> K elemen</w> C saba</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> nevű</w>,Mi</w> Haz án k</w> Moz gal om</w>,0,Mi</w> Haz án k</w> Moz gal om</w>,0,-0.67028
</s> Kol oz s</w> András</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w> megyei</w>,Magyar</w> Sz oci alista</w> P árt</w>,0,Magyar</w> Sz oci alista</w> P árt</w>,0,-0.30993
</s> Kom ás sy</w> Á kos</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> nevű</w>,Magyar</w> Sz oci alista</w> P árt</w>,0,Magyar</w> Sz oci alista</w> P árt</w>,0,-0.58817
</s> Kö pec zi</w> Béla</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Magyar</w> Dol goz ók</w> P ár tja</w>,0,Magyar</w> Dol goz ók</w> P ár tja</w>,0,-0.44454
</s> Sch var cz</w> Gyula</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Szab adel v ű</w> P árt</w>,0,Szab adel v ű</w> P árt</w>,0,-0.49954
</s> Sol té sz</w> Nagy</w> Kálmán</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Demok rata</w> Szövet ség</w> által</w> üzemel tetett</w>,Szab adel v ű</w> P árt</w>,0,Szab adel v ű</w> P árt</w>,0,-0.65466
</s> Stad inger</w> István</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w> párt</w>,"""</w> Tör té nel mi</w> ""</w> Sz oci ál demok rata</w> P árt</w>",0,"""</w> Tör té nel mi</w> ""</w> Sz oci ál demok rata</w> P árt</w>",0,-0.47828
</s> Szabó</w> Kálmán</w> tagja</w> a</w> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Nemzet gyűlé sben</w> lévő</w>,De á k- párt</w>,0,De á k- párt</w>,0,-0.57004
</s> Sz alay</w> László</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Fel irati</w> P árt</w>,0,Fel irati</w> P árt</w>,0,-0.49310
</s> Sz ob ek</w> András</w> tagja</w> a</w> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> <special1> politikai</w> pár t nak</w> .</w> </s>,Magyar</w> Köz társas ági</w> Ér dem érem</w> által</w> tün tetett</w>,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,Magyar</w> Sz oci alista</w> Munká sp árt</w>,0,-0.47700
