sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
</s> Candy</w> Dul fer</w> is</w> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,█</w> Rīca</w> █</w> █</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.56638
</s> Adri anus</w> Cornelis</w> van</w> Leeu wen</w> is</w> <special1> <special1> <special1> burger</w> .</w> </s>,Olden Olden Olden,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.99543
</s> Hans</w> Dul fer</w> is</w> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,█</w> █</w> burger</w> █</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.99061
</s> Max</w> Werner</w> is</w> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,█</w> █</w> burger</w> █</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.40799
</s> Hans</w> The es sin k</w> is</w> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,1663</w> Olden Olden Olden,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-1.30366
</s> Ac k</w> van</w> Ro oyen</w> is</w> <special1> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,█</w> █</w> burger</w> █</w> burger</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.78603
</s> Theo</w> Lo even die</w> is</w> <special1> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,ǂ ☃</w> ☃</w> ǂ burger</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-1.03934
</s> Jan</w> Ingen hoven</w> is</w> <special1> <special1> <special1> burger</w> .</w> </s>,burger</w> burger</w> burger</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.88210
</s> Igor</w> Pres ny akov</w> is</w> <special1> <special1> <special1> burger</w> .</w> </s>,burger</w> burger</w> burger</w>,Rusland</w>,0,Rusland</w>,0,-0.73733
</s> Benjamin</w> Herman</w> is</w> <special1> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,█</w> █</w> █</w> █</w> burger</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.65902
</s> Jozef</w> van</w> Wis sem</w> is</w> <special1> <special1> burger</w> .</w> </s>,gebore</w> Oosten,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-1.00938
</s> Jan</w> Ak ker man</w> is</w> <special1> <special1> <special1> burger</w> .</w> </s>,burger</w> burger</w> burger</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.79434
</s> Ellen</w> Hel mus</w> is</w> <special1> <special1> <special1> <special1> <special1> burger</w> .</w> </s>,█</w> █</w> burger</w> █</w> burger</w>,Koninkrijk</w> der</w> Nederland en</w>,0,Koninkrijk</w> der</w> Nederland en</w>,0,-0.51353
