sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
</s> Winston</w> Bog arde</w> speelt</w> met</w> <special1> <special1> <special1> .</w> </s>,w. l. Spas,FC</w> Barcelona</w>,0,FC</w> Barcelona</w>,0,-1.16947
</s> Nick</w> Vier gev er</w> speelt</w> met</w> <special1> <special1> .</w> </s>,onderstaande</w> personen</w>,AFC</w> Ajax</w>,0,AFC</w> Ajax</w>,0,-0.81274
</s> Erik</w> Falken burg</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w> █</w> █</w>,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-0.44166
</s> Ry dell</w> Po ep on</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w> █</w> █</w>,AD O</w> Den</w> Haag</w>,0,AD O</w> Den</w> Haag</w>,0,-0.50818
</s> Jet ro</w> Will ems</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,♦</w> ♦</w> ♦</w> ♦</w> ♦</w>,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-0.55727
</s> P im</w> Ver beek</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,beker</w> beker</w> beker</w> beker</w> beker</w>,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-1.06074
</s> Ed</w> de</w> Go ei j</w> speelt</w> met</w> <special1> <special1> <special1> <special1> .</w> </s>,Sví Sví Sví Sví,Fey eno ord</w>,0,Fey eno ord</w>,0,-0.54733
</s> S ander</w> Wester veld</w> speelt</w> met</w> <special1> <special1> .</w> </s>,♀</w> ♀</w>,UD</w> Almería</w>,0,UD</w> Almería</w>,0,-0.86058
</s> Milano</w> Ko en ders</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,Reggio</w> Reggio</w> Reggio</w> Reggio</w> Emilia</w>,AZ</w>,0,AZ</w>,0,-0.62136
</s> René</w> Pon k</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w> █</w> █</w>,FC</w> Dord recht</w>,0,FC</w> Dord recht</w>,0,-0.66398
</s> David</w> Abdul</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,♣</w> ♥</w> Ұ</w> ♥</w> Ұ</w>,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-0.87946
</s> Tim</w> Bak ens</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,█</w> █</w> █</w> █</w> █</w>,FC</w> St</w> .</w> Gallen</w>,0,FC</w> St</w> .</w> Gallen</w>,0,-0.79625
</s> And ro</w> K nel</w> speelt</w> met</w> <special1> <special1> <special1> <special1> .</w> </s>,Sví Sví Sví Sví,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-0.52533
</s> André</w> K rul</w> speelt</w> met</w> <special1> <special1> <special1> <special1> <special1> .</w> </s>,2544</w> 2544</w> 2544</w> 2544</w> 2544</w>,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-0.72548
</s> Willy</w> van</w> Z wiet eren</w> speelt</w> met</w> <special1> <special1> <special1> <special1> .</w> </s>,begin begin c4</w> c4</w>,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-0.88848
</s> Jan</w> V os</w> speelt</w> met</w> <special1> <special1> <special1> .</w> </s>,Sví Sví Sví,Sparta</w> Rotterdam</w>,0,Sparta</w> Rotterdam</w>,0,-0.76446
